"Y","X1","X2","A","B","group"
0,0.359397688880563,1.28776762537626,1,1,5
1,0.00316548813134432,1.26388071044461,1,1,5
0,2.84309467167954,1.25487249211916,0,0,5
1,0.804314237552249,1.28104901707039,0,0,5
0,7.88235009792161,1.29379696799146,0,0,5
0,3.55835752917414,1.27199555736893,0,0,5
0,0.419425269958042,1.25487249211916,1,1,5
1,0.332731047770784,1.25487249211916,0,1,5
1,1.33443732652813,1.25487249211916,0,0,5
0,0.429339426828759,1.66184099997334,0,0,6
0,2.55792873329445,1.64620966404529,0,0,6
0,0.307500745169818,1.57413279445175,1,1,6
0,1.97585197157207,1.62815401866721,0,0,6
0,2.32719863011482,1.61586420628121,0,0,6
0,1.55261638752165,1.54722642680253,1,1,6
0,8.04210810103273,1.54722642680253,1,1,6
0,4.58485121627278,1.54722642680253,0,0,6
0,0.73015708103776,1.55478184083302,1,1,6
0,0.232043028654435,1.54722642680253,0,0,6
0,1.5186197850013,1.60986843162871,0,0,6
0,0.382509336955633,1.60826870907318,1,1,6
0,1.23122161906213,0.817926035208611,0,0,7
0,0.748634805902839,0.842914874580521,1,1,7
0,0.51257865761864,0.815972013719173,0,0,7
0,8.78808096745863,0.862029982302613,0,0,7
0,0.542698621749878,0.805221255088751,0,0,7
0,1.19195325516778,0.81710785889575,1,1,7
0,0.0913584084460697,0.808304115473078,0,0,7
1,1.0333897434175,0.826334328798981,0,0,7
0,0.987453570589423,0.863384625375537,0,0,7
0,0.498890230432153,0.84215587499924,0,0,7
0,6.62622465159664,0.832824556316052,0,0,7
1,1.00367023263001,0.866942284415311,0,1,7
0,6.67441562600598,0.8276945156723,0,0,7
0,0.101642010733485,0.805221255088751,1,1,7
0,2.24232005878332,0.805221255088751,0,0,7
0,1.70005555131617,0.850369176828864,0,0,7
0,0.0625493554398417,2.02626710595972,1,1,8
0,0.0358007273549478,2.00728054080239,0,1,8
0,1.27734460029751,2.05521504995512,0,0,8
0,1.20556501485407,2.00728054080239,1,1,8
0,1.12178553082049,2.01168912923341,1,1,8
0,3.20017764700537,2.00728054080239,1,1,8
0,1.27693544980139,2.02248064312826,1,1,8
0,0.0201832074774255,2.00728054080239,0,0,8
0,2.61440948574784,2.00728054080239,0,1,8
0,1.93876575864081,1.02662580863947,0,0,9
1,1.47698362326068,1.09234026049537,0,0,9
0,1.23164623882622,1.02662580863947,0,0,9
0,0.469399502933525,1.02662580863947,0,0,9
0,2.00019032872262,1.02662580863947,0,0,9
0,2.90044320308822,1.02662580863947,0,0,9
0,0.296709763817489,1.07821272354331,0,0,9
1,0.171744135040146,1.02662580863947,0,0,9
0,0.492994203232229,1.03669311000866,0,1,9
0,4.88595705826707,2.10168102542475,0,0,10
0,0.777301848866045,2.15119355944876,0,0,10
0,1.82387484415414,2.1188481616577,0,1,10
0,0.412899159826338,2.10168102542475,0,0,10
0,0.733826688042199,2.10168102542475,1,1,10
0,4.18210987348981,2.10168102542475,0,0,10
1,0.870885448530316,2.1302229453157,0,0,10
1,1.88489776282551,2.10168102542475,0,0,10
0,0.695743515026326,2.13871689442451,0,0,10
0,1.35613158624619,2.21726791069718,0,0,10
0,5.38913293530173,2.10168102542475,1,1,10
0,2.6964021398777,2.12575269852908,0,0,10
0,2.56214781842175,2.12005718896185,0,0,10
1,1.17744160071015,2.18686794097069,1,1,10
1,1.47849452300909,2.14538815995003,0,0,10
0,0.689767099916935,0.708215517489773,0,0,11
1,3.48438293097501,0.681973782805456,0,0,11
0,0.798989338800311,0.681973782805456,1,1,11
0,1.34278335608542,0.689321748993377,0,0,11
1,1.86507786241895,0.794345764195405,0,0,11
1,0.804203366860747,0.726934367700491,0,0,11
0,3.53139010054951,0.681973782805456,0,0,11
0,4.11151912046557,0.681973782805456,0,0,11
0,5.25344379593558,0.681973782805456,0,0,11
0,0.545301119274552,0.684702509031401,0,0,11
0,6.9417847234771,0.681973782805456,0,0,11
0,0.14523833617568,0.69705130552852,0,0,11
1,0.0206740168714428,3.78923589103369,1,1,12
0,3.13119062667208,3.79507922362358,1,1,12
0,2.45928647547009,3.84790998566503,1,1,12
0,2.2118027190769,3.78923589103369,0,1,12
0,0.442130470648408,3.84286140375684,0,1,12
0,0.967927692458034,3.78923589103369,0,1,12
0,1.32530799694359,3.78923589103369,1,1,12
0,1.07504796236753,3.78923589103369,0,1,12
0,1.03524626605213,3.8056930354547,0,0,12
0,0.688259370625019,3.82103392393702,0,0,12
0,0.138335928320885,3.78923589103369,0,0,12
0,1.47272764137926,3.80630523444699,1,1,12
0,0.246128938160837,3.78923589103369,0,1,12
0,0.139320959337056,3.78923589103369,1,1,12
0,0.206136993132532,2.13675713539709,1,1,13
0,2.3200317955667,2.11830465376863,0,0,13
0,2.59306609622183,2.19724285456629,0,0,13
0,1.68330575517359,2.11830465376863,1,1,13
1,0.0369558269158006,2.11830465376863,1,1,13
0,4.93757183452077,2.124176681029,1,1,13
1,0.840787819586694,2.11830465376863,0,0,13
1,1.02593643870205,2.11830465376863,0,0,13
0,3.06176314113622,2.11830465376863,0,0,13
0,0.37357619497925,2.12167521615323,0,0,13
0,2.4753709732646,2.15253167083537,1,1,13
0,3.07605606300716,0.650383680236826,0,0,14
0,0.463851265609264,0.61057994768956,0,0,14
0,2.98598497563459,0.61057994768956,0,0,14
1,1.44193938179853,0.61407218632098,0,0,14
1,0.149090886116028,0.61057994768956,1,1,14
0,1.21393958944827,0.639466098439526,1,1,14
0,2.24995788364651,0.687138904181938,1,1,14
0,4.34792653073497,0.61057994768956,0,0,14
0,2.41302161096575,0.625334781764906,1,1,14
1,0.142233437858522,0.61057994768956,0,0,14
0,3.97297933124713,0.616824331429986,1,1,14
0,1.83008852012703,0.61057994768956,0,1,14
0,0.696654896251857,0.61057994768956,0,0,14
1,5.69251808490524,0.716483735311257,0,0,14
0,0.582609040240262,0.61057994768956,1,1,14
1,5.09913169194884,0.614281254901909,0,0,14
0,8.72290120223417,1.66157054891736,1,1,15
0,1.88184166376811,1.66157054891736,0,0,15
1,1.78593945867362,1.66157054891736,0,0,15
0,1.71787306099179,1.66157054891736,0,1,15
0,0.680156146176159,1.66157054891736,1,1,15
0,1.63034434608164,1.73792588058323,1,1,15
0,0.701956320554018,1.66157054891736,1,1,15
0,7.26812563422036,1.57616628116982,1,1,16
0,2.99108847586398,1.55099380790772,0,0,16
1,2.14292388400974,1.56272619672875,1,1,16
0,1.18599561136216,1.5428552474315,0,0,16
0,1.71944467333119,1.54057147947247,0,0,16
0,3.67358921109927,1.54057147947247,0,0,16
1,1.60875531836393,1.54057147947247,0,0,16
0,2.95510382321304,1.60411025016969,1,1,16
0,0.245622578077018,1.54057147947247,1,1,16
1,2.40552580534461,1.57591675646819,1,1,16
0,2.75657214215937,1.54057147947247,0,0,16
0,0.0747355651110411,1.54057147947247,0,0,16
1,2.25255988716128,2.50362441945084,0,1,17
0,1.9051831717694,2.47561053963208,1,1,17
0,2.04352484076264,2.47561053963208,1,1,17
0,1.23170164320618,2.47561053963208,0,1,17
0,0.285026011319036,2.47561053963208,0,1,17
0,1.6821546907315,2.47561053963208,1,1,17
0,2.62467753133717,2.47561053963208,0,0,17
0,1.58072783417048,2.47561053963208,0,1,17
0,9.47052208283796,2.47561053963208,1,1,17
0,1.00197974592447,2.47561053963208,1,1,17
0,1.48567026286366,2.48359928409316,1,1,17
0,3.13869644312148,2.53791409071225,1,1,17
0,0.0326017662882805,1.03836766969649,0,0,18
1,7.73542038681817,1.00640026446689,0,0,18
0,4.75303841729589,1.00640026446689,0,0,18
0,1.00492824055254,1.07727573043789,0,0,18
1,2.84309675904483,1.03887702331336,0,0,18
0,3.48069978861098,1.00640026446689,0,0,18
0,3.97829315794592,1.03029358418241,1,1,18
0,10,3.40758263938373,0,1,19
0,0.647635015427945,3.40758263938373,1,1,19
0,5.73761554028759,3.45579545695091,1,1,19
0,2.69198186314645,3.52043671291177,1,1,19
0,3.70822236670141,3.40758263938373,0,1,19
0,0.295777764260251,3.42826058465648,1,1,19
0,4.01796321672865,3.40758263938373,1,1,19
0,0.714674974791706,3.40758263938373,1,1,19
0,0.667632536962628,1.97099963072521,0,0,20
0,3.95908346651243,1.97099963072521,0,0,20
1,1.02014492917806,1.98413270127714,0,0,20
0,0.340640087611973,1.97099963072521,1,1,20
0,1.75787682264092,1.98559531204428,0,1,20
0,0.0654666523099646,1.97099963072521,0,1,20
0,1.48378947927597,1.97099963072521,0,0,20
0,1.98350233442611,1.97099963072521,0,0,20
0,0.279202232137322,1.99511771087122,0,0,20
0,0.475224697031081,1.97099963072521,0,0,20
1,4.69354221572108,1.97099963072521,0,1,20
0,9.50367782214537,1.97099963072521,1,1,20
0,1.28150873817503,1.97099963072521,0,1,20
0,2.15669768992664,0.279990555661293,0,1,21
0,1.22485705371946,0.279990555661293,1,1,21
0,0.681127749410561,0.324189758473779,1,1,21
1,2.0914015303457,0.279990555661293,1,1,21
0,1.66416781573536,0.325734125478744,1,1,21
0,4.88072275717683,0.279990555661293,1,1,21
0,2.04600031045805,0.279990555661293,1,1,21
0,0.27103047631681,0.279990555661293,0,1,21
0,1.47227091706338,0.279990555661293,0,1,21
0,0.145264748483896,0.304482325941186,1,1,21
1,0.603144160471857,1.0131158178393,0,0,22
0,0.0946243004873395,1.05372867446252,1,1,22
0,1.61648880913666,1.03131871470956,1,1,22
0,0.106777035366945,1.0131158178393,1,1,22
0,0.196682875044644,1.0131158178393,1,1,22
0,0.118425153701215,1.0131158178393,0,0,22
0,6.81856888499031,1.0131158178393,1,1,22
1,3.95087733102922,1.11520079204491,0,0,22
0,7.50920258047891,1.0131158178393,0,0,22
1,4.49073254255356,1.03170214453649,0,0,22
0,0.587676048278809,1.01632418806097,1,1,22
1,1.61294252230766,1.09232838738398,0,0,22
0,1.49219155797868,1.0131158178393,0,0,22
1,1.7007774001251,1.0131158178393,0,0,22
1,0.497124918736517,1.03209304005471,0,1,22
0,1.11709005851299,1.0131158178393,0,1,22
0,1.41496489002349,1.0131158178393,1,1,22
0,2.12525442910968,1.04224099429947,1,1,22
0,1.81676341310388,1.0131158178393,1,1,22
0,2.44978092229905,0.674042729477968,0,1,23
0,0.25042314082021,0.670475946564401,0,0,23
0,2.52374435952845,0.711919198041362,1,1,23
0,2.49053915115184,0.670475946564401,0,0,23
0,5.08970720668264,0.670475946564401,1,1,23
0,6.67048388095853,0.722721258424899,0,0,23
0,2.94568260247978,0.670475946564401,1,1,23
0,0.306103446149058,0.670475946564401,0,0,23
0,6.68248562481175,0.670475946564401,0,0,23
0,1.09086459968239,0.72417888953446,1,1,23
0,0.530456503927831,0.707598426562816,1,1,23
0,0.652758584357798,0.699102772821645,1,1,23
0,1.79665685809197,0.739625339073277,1,1,23
0,0.786135805770755,1.92921652416176,0,0,24
0,0.201787063922802,1.94910387786108,0,0,24
0,1.57415989704427,1.92921652416176,0,0,24
1,1.02565399520495,1.97808549104764,0,0,24
0,1.28001342806965,1.92921652416176,0,0,24
0,1.50467416076901,1.95176050178239,1,1,24
0,0.0848203683272004,1.92921652416176,1,1,24
0,7.27769206049752,1.92921652416176,0,0,24
0,0.754542580805719,1.98240577147086,1,1,24
0,0.0881857823454807,1.92921652416176,1,1,24
0,6.65919774959351,0.86014648323696,0,0,25
1,1.35002304334193,0.830230648382232,0,0,25
1,1.63193554422798,0.830230648382232,0,0,25
0,3.24276251701598,0.859113633080401,0,0,25
1,0.39813644811511,0.834675279592855,0,0,25
0,0.609013685956597,0.865450044658164,1,1,25
1,0.563364584226998,0.830230648382232,0,0,25
1,0.799881615535303,0.830230648382232,0,0,25
0,0.515114460140467,0.832038547912682,0,0,25
0,0.431804778054357,0.899016539103165,0,0,25
0,2.2200997340584,0.898073968554312,0,0,25
0,1.02165464311838,0.928636408555828,0,0,26
0,2.83305644227152,0.961615692195589,0,0,26
1,3.06223807839637,0.941795951448839,0,0,26
0,1.15165611729026,0.929765217757005,1,1,26
0,3.67630339397078,0.928636408555828,1,1,26
0,1.39086129300512,0.938932499323357,1,1,26
1,1.9764701673316,0.950454433964993,0,0,26
1,0.314416533336043,0.928636408555828,0,0,26
0,0.697180608732969,0.950147067983195,0,0,26
1,0.0109669044613838,0.928636408555828,0,0,26
0,0.5662462990731,0.996716305387024,0,0,26
1,0.0557504846348321,0.934533205292905,0,0,26
0,3.30984512327199,0.928636408555828,1,1,26
1,0.230198620165169,0.928636408555828,0,1,26
1,8.02286375644517,1.00823951914896,0,0,26
0,0.660912031307817,3.17257441208729,0,0,27
0,5.71229778196583,3.09497272295584,1,1,27
0,1.05408870708197,3.09497272295584,1,1,27
0,0.664722730405629,3.13251932510161,1,1,27
0,1.45243681958857,3.12269762055201,1,1,27
0,0.333532551303506,3.09497272295584,0,1,27
0,0.0647987832127351,3.14404870124842,0,1,27
0,0.785505006089807,3.09497272295584,1,1,27
0,3.24235088733916,3.09497272295584,0,1,27
1,0.194631822323898,0.931218309205323,0,0,28
1,3.0284263564456,0.951940950095892,0,0,28
0,5.43006167163081,0.929889973414245,0,0,28
1,0.892611980438232,0.929889973414245,0,0,28
0,3.83463251946454,0.929889973414245,0,0,28
0,4.05394628254657,1.58093729027958,1,1,29
0,0.215430576354265,1.58093729027958,1,1,29
0,9.87401672848234,1.62711088244533,0,0,29
0,0.989807475245229,1.58093729027958,1,1,29
0,2.70592140025439,1.60042978961315,1,1,29
0,0.0749793720726897,1.58093729027958,1,1,29
0,1.08743942715228,1.58093729027958,1,1,29
0,0.985760184936225,1.60807764580708,1,1,29
0,1.79445434353294,1.63911605613453,1,1,29
0,0.704612832516432,1.58093729027958,1,1,29
0,0.339076619595289,1.62488004255942,1,1,29
1,0.692696133102232,1.60117102908114,1,1,29
1,2.27815114698353,1.63164964738634,0,1,29
0,4.27179255779137,1.58093729027958,0,0,29
0,0.249840683303773,1.58827024191996,1,1,29
0,1.09858566056937,1.6002843614164,1,1,29
1,0.12052047252655,0.189311756077653,0,1,30
0,0.984927077777684,0.151209477629165,1,1,30
0,3.18690954504495,0.206823517678485,1,1,30
0,3.37171038223391,0.175002903630294,0,0,30
1,0.728637392074836,0.202823507471715,1,1,30
0,4.78285610278077,0.186509922066933,0,0,30
1,1.59195317878368,0.181144971561968,1,1,30
0,5.34779481937118,0.151209477629165,0,0,30
0,6.30006633381351,0.151209477629165,0,0,30
0,1.0268301749602,0.26298738786643,0,0,30
0,1.06932235509157,0.151209477629165,0,1,30
0,6.44079245593319,0.224276389735968,1,1,30
1,3.86823233572726,0.549596635604156,0,0,31
0,1.12013281695545,0.59275065762152,0,1,31
0,1.33128678519279,0.512261280108313,0,1,31
0,0.358330983668566,0.560966356884754,1,1,31
1,2.77456542617847,0.542012018629647,0,0,31
1,0.712077772244811,1.86324405622453,0,0,32
0,3.74905412254815,1.86324405622453,1,1,32
0,2.63203423275592,1.90307288746525,0,0,32
0,5.92459690537224,1.86324405622453,1,1,32
0,1.74519097009244,1.86324405622453,1,1,32
0,7.32424122397878,1.87957695457852,1,1,32
0,2.52726831092479,1.86324405622453,1,1,32
1,1.20411441638654,1.86324405622453,1,1,32
0,0.429346594299536,1.86324405622453,0,0,32
0,0.760108424178185,1.88942069734501,1,1,32
0,1.21908893994987,1.8951878506837,1,1,32
0,1.99945445164087,1.86324405622453,1,1,32
0,1.55621446909661,1.89326720320966,1,1,32
0,0.595372848379706,1.86324405622453,1,1,32
0,8.66662698097409,1.90889269332894,1,1,32
0,4.92871953894324,0.869178443623719,0,1,33
1,1.00506077520549,0.869178443623719,0,1,33
1,3.4550545325685,0.869178443623719,0,0,33
0,4.59769643445439,0.869178443623719,1,1,33
0,5.72028699483643,0.903136640242336,1,1,33
1,3.50740121412928,0.916500123650621,0,0,33
1,0.0387198990210891,0.442808466655089,1,1,34
0,0.764253006316721,0.443475440819463,1,1,34
0,3.06327725883088,0.447730455886213,0,1,34
0,0.61885285563767,0.413507268786611,0,1,34
0,0.608192094601691,0.469370410962911,0,0,34
0,5.1816407551331,0.447321958108415,0,1,34
0,0.0170098645006501,0.454617753121815,1,1,34
0,0.0390231665223837,0.458626270272762,1,1,34
0,0.11295613553375,0.413507268786611,0,0,34
0,0.894884515553713,2.26389464749634,0,0,35
0,1.5692516620362,2.24728977007896,0,0,35
0,0.137700351886451,2.24103273246479,0,1,35
0,2.7433760742748,2.24103273246479,1,1,35
0,6.02254099319164,2.24103273246479,1,1,35
0,1.71428225926104,2.26599015999347,1,1,35
1,2.40853065057638,2.26132112366409,0,1,35
0,1.84173923722448,2.24103273246479,1,1,35
0,0.842231791466475,2.27284425395545,0,1,35
0,1.55211195900085,1.49882324273352,0,0,36
0,0.45987410533971,1.54798120867018,0,0,36
0,1.39149576716273,1.43878338874271,0,0,36
1,0.545581508427858,1.44753624024936,0,0,36
1,6.4470267143465,1.44267906746664,1,1,36
1,0.0241566197946668,1.48204458702605,0,0,36
0,2.95146343840246,1.43878338874271,0,1,36
0,3.1058890097263,1.47462897755852,0,0,36
0,5.09829700340457,1.497868737164,0,1,36
0,1.53220415665748,1.43878338874271,0,1,36
0,10,1.43878338874271,0,0,36
0,0.640564200282647,1.45733649485674,1,1,36
0,1.76505420907381,1.5156758529463,1,1,36
0,0.952812107778002,1.43878338874271,0,0,36
0,0.337762709707022,0.41643277056893,1,1,37
0,1.37702008616179,0.383185657961231,0,1,37
0,0.688710382208228,0.381586276861242,0,0,37
1,1.55665982692483,0.385595112638169,0,1,37
0,0.835792506113648,0.390534402749262,1,1,37
1,0.0496207913898561,0.405537574955837,0,1,37
0,1.03042957279831,0.410347457922609,0,0,37
0,2.40658395356479,0.415292942259278,0,0,37
0,0.414641389261209,0.381586276861242,0,1,37
0,1.68846861450913,0.857106576073486,0,0,38
0,0.407907481305301,0.857106576073486,1,1,38
0,1.43246369055452,0.930497935736474,0,0,38
0,5.05366696764655,0.933459306664782,0,0,38
0,0.949407088570297,0.857106576073486,0,0,38
1,1.70035691737177,0.857106576073486,0,0,38
0,0.0706279166042805,0.89400481185463,1,1,38
0,0.517566978000104,0.90982129772857,0,0,38
0,0.376929230988026,0.916108059167746,0,0,38
1,0.377158258074749,0.857106576073486,1,1,38
0,2.33597045569661,0.860575120214224,0,0,38
1,0.698897194117308,0.860859392075808,1,1,38
0,3.59099723754411,0.857106576073486,0,1,38
0,0.456653500823663,0.929189187896198,0,0,38
0,2.5397172012937,6.68706086799626,0,1,39
0,0.475421239621937,6.68706086799626,1,1,39
0,2.87399712381273,6.68706086799626,1,1,39
0,2.2180847196079,6.73447681078601,0,1,39
0,2.26385835922303,6.70140151139633,1,1,39
0,1.84431925092979,6.70807736580587,0,0,39
0,1.06491777766496,6.73451356492257,1,1,39
0,0.339308359660208,6.68706086799626,1,1,39
0,3.2876636123467,6.74243641823968,0,1,39
0,0.30449194740504,6.7374330969027,1,1,39
0,2.14441303815061,6.68706086799626,1,1,39
0,2.25106666414979,6.68706086799626,0,1,39
0,2.57261039494517,6.68706086799626,1,1,39
0,0.137425650842488,6.68706086799626,1,1,39
0,0.423245947612369,6.68706086799626,1,1,39
0,3.52255538834219,6.77754962494042,1,1,39
0,3.34686505965282,6.68706086799626,1,1,39
0,0.0139896934852004,6.68706086799626,1,1,39
0,0.323823535800266,6.68706086799626,0,1,39
0,0.0314034391194582,2.2812649563805,0,1,40
0,1.40664393938932,2.2812649563805,1,1,40
1,3.0516776589859,2.29472312774049,0,0,40
0,0.58155510108918,2.34620587944961,0,1,40
0,1.46531468062642,2.33478798603978,1,1,40
0,1.91673180311303,2.30159714260739,1,1,40
1,1.28007996827364,2.2812649563805,0,1,40
0,0.747820510528982,2.28759319620821,0,1,40
0,0.370094762102977,2.2812649563805,1,1,40
0,0.445505362935364,2.32009135712757,1,1,40
0,0.41152201872319,2.2812649563805,1,1,40
0,3.86214477179532,2.2812649563805,0,1,40
0,2.60234829216244,2.2812649563805,1,1,40
1,1.3878084694711,0.81657052706562,0,0,41
0,2.31503994408683,0.811669284289777,0,1,41
0,0.935237593017519,0.855096681037049,1,1,41
0,1.03216012939811,0.845906624331105,0,0,41
0,0.354669216088951,0.842310447322069,0,1,41
0,2.43289607196095,0.811669284289777,1,1,41
0,2.51138526379111,0.87389614948364,0,0,41
0,2.13399072169306,0.819630613477624,1,1,41
0,0.0530274531960467,0.811669284289777,0,1,41
0,0.893752044998109,0.865008568141181,1,1,41
0,0.158434169366956,0.811669284289777,0,1,41
0,0.373687840998173,0.847668536338411,1,1,41
0,0.534132593311369,0.811669284289777,0,1,41
0,3.36322969181423,0.614887962414782,0,1,42
1,3.93820983527188,0.673158505146754,0,1,42
0,0.375053345225751,0.614887962414782,1,1,42
0,1.35840605758131,0.614887962414782,1,1,42
1,0.418318194337189,0.614887962414782,0,1,42
0,0.951926182024181,0.614887962414782,0,1,42
0,0.213865295052528,0.624603472891254,0,1,42
1,3.10311209992617,0.614887962414782,0,0,42
0,1.70687919660451,0.614887962414782,0,0,42
0,0.505027775570651,0.724767195355388,0,1,42
1,0.23571482426165,0.639690978608111,1,1,42
0,4.67090308268495,0.422188669870445,0,0,43
0,2.52626192747595,0.390766481376826,0,0,43
0,0.0932983523234725,0.418478734328635,0,0,43
0,2.30747868857327,0.390766481376826,0,1,43
0,0.168521755601924,0.390766481376826,1,1,43
1,1.95304489036733,0.390766481376826,1,1,43
0,2.13116478341781,0.401801192100672,0,0,43
0,3.93570667729752,0.390766481376826,0,1,43
1,8.1657844293387,0.390766481376826,0,0,43
1,2.11713640569689,1.0242291865236,0,0,44
1,1.72128420687261,1.00337190839048,0,0,44
1,0.127071474528348,0.977120954658985,0,0,44
1,2.22049901439788,0.977120954658985,1,1,44
1,5.41698958327003,0.977120954658985,0,0,44
1,1.10903275944293,0.977120954658985,0,1,44
0,2.20596905975583,0.979527880411725,1,1,44
1,3.09776239080315,0.98702694486926,0,0,44
0,1.9265009946281,0.977120954658985,0,1,44
0,2.50800746298375,0.978962534741879,0,0,44
1,0.0832876246126575,0.977120954658985,0,0,44
0,4.63936695526019,0.977120954658985,0,0,44
0,5.37289645125098,0.45621377040837,0,1,45
1,0.357800359837711,0.471720226396582,0,0,45
1,0.0614750254899263,0.45621377040837,0,0,45
0,0.801757556570846,0.45621377040837,0,0,45
0,2.13628255753758,0.476324574914543,0,0,45
1,0.975356341326966,0.45621377040837,0,0,45
0,2.82073947770481,0.45621377040837,0,0,45
0,0.547812077369894,0.45621377040837,0,1,45
0,1.57496650121127,0.45621377040837,0,0,45
0,0.686677247285843,0.479688262181153,1,1,45
0,4.62227325110508,0.45621377040837,0,0,45
0,3.80686813203578,0.482381598609009,1,1,45
0,1.75647092844662,0.45621377040837,0,0,45
0,0.118507394666906,0.45621377040837,0,0,45
0,1.36452940572053,0.462838146501927,1,1,45
0,1.43087743050638,1.64003522975276,1,1,46
1,1.57215048550608,1.62220112706021,1,1,46
0,0.178570307229904,1.62220112706021,0,0,46
0,0.00953161224221396,1.63825703584499,0,0,46
0,1.26256781350821,1.696907013809,1,1,46
0,2.28599450170043,1.62220112706021,1,1,46
0,1.16476034745574,1.65912423669706,0,0,46
0,1.59579605041983,1.62220112706021,1,1,46
0,0.175163521431386,1.67021677852294,1,1,46
0,3.67038572833657,2.40592938332387,1,1,47
0,2.83540027199273,2.41352265761997,0,1,47
1,3.13046935928946,2.40592938332387,0,0,47
1,1.14170709997416,2.43122939263631,0,0,47
0,2.76489629401805,2.46065664242749,1,1,47
0,3.55502108840232,2.40592938332387,0,0,47
0,1.16435252409428,2.61796302603259,1,1,48
0,0.332711099646986,2.69451434759224,1,1,48
0,2.09472416519167,2.62821733404851,0,1,48
0,2.38792438237908,2.73275869436608,1,1,48
0,3.31757802499418,2.61483758188708,1,1,48
0,0.391639860346913,2.61483758188708,0,1,48
0,2.9325911401022,2.61483758188708,1,1,48
0,0.829032391309738,2.62705934772031,1,1,48
0,0.0591291459277272,2.66792294132176,1,1,48
1,5.18169331897922,2.63742214299254,1,1,48
0,1.66979612774196,2.61483758188708,1,1,48
0,1.93466204884314,2.65516159038897,1,1,48
0,1.90563084851667,2.66727256083191,1,1,48
0,3.1576952683734,2.64357659488794,0,1,48
0,3.03766640196201,2.61818338120892,0,1,48
0,0.808368344791234,2.66342570898026,1,1,48
0,2.74981282829287,2.61483758188708,0,1,48
1,1.87601364023032,2.61483758188708,1,1,48
0,1.18688846565783,2.62442655649883,1,1,48
0,1.4712458460009,2.61896798620698,0,1,48
1,0.421765509061515,1.52820592993772,1,1,49
0,1.13216939661652,1.44214762764228,0,0,49
0,0.789259439334273,1.54867240355193,0,0,49
0,1.7662587276751,1.47561731776918,0,0,49
0,3.94304914383178,1.44214762764228,1,1,49
0,2.90405746042455,1.48752775887483,0,1,49
0,0.806639267131686,1.44214762764228,1,1,49
0,0.601135734468699,1.46372260802592,1,1,49
0,4.02872989309912,1.49207963018334,1,1,49
0,1.04898904937948,1.44214762764228,1,1,49
0,1.68356364648298,1.57098633547283,0,0,49
0,1.23089785408229,2.10432619531365,1,1,50
